CustomerID,Recency,Frequency,Monetary,RFM_Level
12989.0,2,15,6924.11,STARS
16713.0,7,15,6923.13,STARS
13027.0,115,6,6912.0,REGULARS
16187.0,53,15,6911.44,REGULARS
17416.0,61,7,6893.42,REGULARS
12705.0,17,9,6868.29,STARS
12476.0,17,11,6816.42,STARS
12830.0,93,6,6814.64,REGULARS
15023.0,41,11,6802.76,REGULARS
18055.0,41,10,6784.19,REGULARS
15601.0,13,14,6776.56,STARS
16652.0,1,7,6773.97,STARS
16532.0,19,3,6748.8,REGULARS
13576.0,12,18,6717.34,STARS
16746.0,3,18,6697.66,STARS
15249.0,3,13,6688.46,STARS
16353.0,10,23,6675.71,STARS
17338.0,10,8,6643.93,STARS
12626.0,25,9,6620.48,REGULARS
16182.0,74,4,6617.65,REGULARS
15144.0,1,17,6580.44,STARS
12472.0,53,7,6572.11,REGULARS
16814.0,7,21,6509.1,STARS
12431.0,3,15,6487.45,STARS
18223.0,41,14,6484.54,REGULARS
15694.0,27,14,6479.4,REGULARS
13225.0,62,7,6463.84,REGULARS
13102.0,25,24,6424.09,REGULARS
13871.0,24,13,6403.25,REGULARS
12359.0,10,4,6372.58,REGULARS
13668.0,12,21,6363.59,STARS
13709.0,51,13,6328.05,REGULARS
15005.0,17,28,6316.57,STARS
16126.0,61,4,6287.77,REGULARS
14057.0,25,17,6217.96,REGULARS
12357.0,183,1,6207.67,LOST
14060.0,24,19,6140.42,REGULARS
13418.0,13,18,6127.43,STARS
17509.0,59,8,6115.14,REGULARS
15939.0,5,15,6115.01,STARS
12637.0,93,8,6021.9,REGULARS
13097.0,79,10,6010.42,REGULARS
13316.0,81,4,5977.73,REGULARS
14101.0,75,6,5976.79,REGULARS
15382.0,16,6,5955.71,STARS
14505.0,19,8,5905.64,STARS
14415.0,21,13,5900.28,STARS
14944.0,61,12,5900.25,REGULARS
13209.0,91,8,5891.61,REGULARS
13534.0,55,25,5870.08,REGULARS
13050.0,16,17,5836.86,STARS
12720.0,4,25,5781.73,STARS
15218.0,12,11,5756.89,STARS
17686.0,33,7,5739.46,REGULARS
13178.0,28,11,5725.47,REGULARS
16553.0,69,12,5719.82,REGULARS
14110.0,2,12,5683.15,STARS
14049.0,18,4,5681.72,REGULARS
17049.0,23,9,5659.98,STARS
17716.0,24,11,5655.99,REGULARS
13004.0,13,18,5655.91,STARS
18118.0,12,26,5653.82,STARS
14688.0,4,21,5630.87,STARS
17757.0,16,30,5605.29,STARS
12481.0,24,10,5596.32,REGULARS
12839.0,13,14,5591.42,STARS
16767.0,66,11,5580.6,REGULARS
16161.0,16,19,5575.56,STARS
12539.0,24,4,5568.35,REGULARS
15805.0,25,17,5528.48,REGULARS
18225.0,23,12,5509.12,STARS
16609.0,4,7,5493.46,STARS
16985.0,2,10,5464.12,STARS
16265.0,11,9,5447.0,STARS
18198.0,73,17,5425.56,REGULARS
12490.0,19,10,5417.93,STARS
17809.0,18,12,5411.91,STARS
16701.0,10,13,5398.3,STARS
17719.0,2,15,5396.04,STARS
16303.0,27,3,5360.63,REGULARS
13269.0,2,15,5346.23,STARS
15150.0,19,10,5314.47,STARS
17730.0,30,13,5298.48,REGULARS
17061.0,75,11,5232.23,REGULARS
18226.0,33,11,5228.05,REGULARS
12362.0,31,10,5226.23,REGULARS
15046.0,11,15,5213.77,STARS
16258.0,47,5,5203.51,REGULARS
13756.0,24,14,5189.52,REGULARS
16191.0,13,13,5180.52,STARS
15727.0,10,7,5178.96,STARS
17858.0,3,12,5155.66,STARS
13599.0,7,21,5153.67,STARS
15903.0,11,7,5126.76,STARS
13941.0,23,5,5112.96,STARS
17602.0,25,6,5102.97,REGULARS
16700.0,4,13,5076.55,STARS
14562.0,13,18,5074.77,STARS
15301.0,52,12,5070.35,REGULARS
13139.0,18,7,5064.94,STARS
12432.0,44,5,5059.32,REGULARS
15719.0,153,13,5045.61,REGULARS
17426.0,93,6,5037.26,REGULARS
14329.0,19,7,5014.84,STARS
14755.0,11,11,5010.28,STARS
12444.0,1,5,5005.46,STARS
15032.0,258,3,4959.1,LOST
15547.0,32,14,4954.84,REGULARS
12437.0,10,18,4951.41,STARS
12700.0,128,4,4939.99,REGULARS
15786.0,48,3,4932.2,REGULARS
14709.0,17,13,4921.04,STARS
17133.0,17,7,4892.24,STARS
12664.0,1,9,4881.88,STARS
12688.0,115,1,4873.81,REGULARS
14292.0,2,9,4871.93,STARS
17652.0,27,12,4867.72,REGULARS
15738.0,20,16,4812.42,STARS
13013.0,23,13,4810.94,STARS
15555.0,1,16,4805.17,STARS
17365.0,14,8,4801.56,STARS
15298.0,12,12,4799.9,STARS
15187.0,17,16,4777.18,STARS
17690.0,47,15,4757.95,REGULARS
12955.0,18,11,4757.16,STARS
14180.0,12,25,4748.52,STARS
15152.0,11,13,4745.69,STARS
16722.0,19,13,4730.81,STARS
12714.0,11,5,4708.86,STARS
14159.0,21,11,4693.01,STARS
14135.0,40,15,4690.31,REGULARS
14191.0,12,13,4684.76,STARS
15291.0,5,15,4668.3,STARS
14189.0,18,15,4654.08,STARS
14390.0,6,9,4652.82,STARS
14286.0,25,3,4628.75,REGULARS
16931.0,21,21,4604.22,STARS
13802.0,140,3,4599.42,REGULARS
15093.0,20,6,4597.02,STARS
14004.0,45,7,4582.64,REGULARS
17613.0,24,14,4559.15,REGULARS
17068.0,14,21,4552.14,STARS
12484.0,102,6,4541.72,REGULARS
13267.0,10,19,4521.49,STARS
15299.0,166,7,4507.01,LOST
17975.0,17,13,4488.81,STARS
12524.0,11,8,4485.72,STARS
14426.0,25,10,4481.67,REGULARS
16984.0,2,2,4481.35,REGULARS
17364.0,10,11,4481.18,STARS
12627.0,12,7,4478.53,STARS
14085.0,11,18,4448.54,STARS
14534.0,3,18,4447.05,STARS
13069.0,3,24,4436.12,STARS
15955.0,26,14,4416.26,REGULARS
16626.0,24,17,4413.1,REGULARS
15874.0,129,7,4405.88,REGULARS
12712.0,10,13,4396.13,STARS
13505.0,74,4,4393.63,REGULARS
12752.0,83,1,4366.78,REGULARS
16945.0,1,19,4345.5,STARS
14016.0,209,4,4341.21,LOST
14800.0,31,12,4339.74,REGULARS
14525.0,21,9,4332.2,STARS
17567.0,59,8,4331.48,REGULARS
18251.0,89,1,4314.72,REGULARS
12347.0,41,7,4310.0,REGULARS
15034.0,17,8,4308.61,STARS
17937.0,116,7,4301.22,REGULARS
14422.0,19,6,4263.64,STARS
12500.0,25,11,4257.82,REGULARS
17419.0,13,12,4226.57,STARS
14277.0,17,3,4216.2,REGULARS
15804.0,13,13,4206.39,STARS
17920.0,13,17,4204.1,STARS
15971.0,2,12,4199.85,STARS
12747.0,24,11,4196.01,REGULARS
14146.0,83,5,4191.0,REGULARS
18041.0,13,21,4183.39,STARS
12949.0,91,8,4167.22,REGULARS
15570.0,12,12,4165.52,STARS
16549.0,12,10,4154.64,STARS
13384.0,47,7,4151.93,REGULARS
13555.0,75,4,4149.28,REGULARS
13988.0,21,6,4147.96,STARS
15514.0,14,11,4139.46,STARS
16592.0,14,16,4113.68,STARS
17940.0,51,10,4106.44,REGULARS
17377.0,25,20,4100.92,REGULARS
16401.0,16,12,4098.32,STARS
16670.0,18,11,4095.9,STARS
12749.0,24,5,4090.88,REGULARS
14092.0,25,14,4076.91,REGULARS
12449.0,24,4,4067.29,REGULARS
18087.0,292,2,4055.72,LOST
14401.0,66,13,4051.48,REGULARS
12656.0,19,5,4051.17,STARS
12867.0,28,7,4036.82,REGULARS
13815.0,24,4,4027.36,REGULARS
12841.0,5,25,4022.35,STARS
12957.0,11,8,4017.54,STARS
12378.0,306,1,4008.62,LOST
14547.0,14,8,4007.54,STARS
16186.0,6,12,4006.94,STARS
17769.0,14,10,3997.98,STARS
15529.0,24,11,3995.23,REGULARS
17001.0,24,11,3989.57,REGULARS
15416.0,157,4,3984.32,REGULARS
17611.0,37,15,3984.22,REGULARS
12779.0,200,8,3981.36,LOST
12727.0,12,7,3980.7,STARS
14299.0,1,9,3965.62,STARS
13523.0,48,5,3964.88,REGULARS
13183.0,88,9,3957.78,REGULARS
17651.0,13,10,3945.0,STARS
12473.0,55,5,3938.55,REGULARS
17593.0,93,5,3927.34,REGULARS
14739.0,21,7,3902.28,STARS
13999.0,12,12,3901.81,STARS
14291.0,33,11,3883.25,REGULARS
18073.0,116,12,3877.52,REGULARS
13124.0,32,3,3866.33,REGULARS
15195.0,152,1,3861.0,REGULARS
16717.0,25,6,3858.38,REGULARS
12662.0,25,11,3849.78,REGULARS
16327.0,16,6,3844.22,STARS
13266.0,13,12,3834.26,STARS
17091.0,122,9,3827.76,REGULARS
15867.0,24,15,3812.64,REGULARS
12755.0,252,2,3811.95,LOST
12597.0,21,4,3811.22,REGULARS
13435.0,26,7,3809.89,REGULARS
12668.0,13,4,3807.15,REGULARS
16145.0,4,11,3799.49,STARS
16655.0,10,6,3794.52,STARS
16168.0,4,27,3787.6,STARS
16019.0,48,9,3786.24,REGULARS
12562.0,24,7,3781.74,REGULARS
17173.0,1,8,3766.6,STARS
16904.0,61,16,3754.27,REGULARS
12429.0,11,4,3750.4,REGULARS
17238.0,19,17,3744.65,STARS
14145.0,48,4,3742.2,REGULARS
13552.0,88,12,3740.07,REGULARS
16570.0,17,10,3738.4,STARS
15808.0,192,4,3734.97,LOST
14282.0,21,15,3729.34,STARS
12502.0,189,5,3723.87,LOST
12647.0,24,12,3722.82,REGULARS
13680.0,41,4,3722.42,REGULARS
16240.0,26,2,3718.8,REGULARS
14364.0,6,8,3717.35,STARS
15845.0,19,8,3711.77,STARS
15622.0,45,9,3709.56,REGULARS
13148.0,61,12,3707.12,REGULARS
17819.0,66,7,3704.87,REGULARS
15379.0,99,7,3703.29,REGULARS
12553.0,1,10,3692.28,STARS
16253.0,245,2,3683.86,LOST
15581.0,33,13,3679.97,REGULARS
15296.0,36,6,3672.86,REGULARS
18079.0,47,4,3651.97,REGULARS
13137.0,12,8,3650.41,STARS
12417.0,41,9,3649.1,REGULARS
16712.0,11,11,3645.43,STARS
13426.0,12,10,3641.32,STARS
12619.0,18,9,3641.24,STARS
16440.0,53,5,3640.67,REGULARS
13381.0,32,6,3639.31,REGULARS
17230.0,266,8,3638.41,LOST
14543.0,30,16,3630.33,REGULARS
17528.0,1,8,3628.5,STARS
13327.0,114,8,3627.77,REGULARS
13520.0,1,6,3624.35,STARS
17576.0,4,19,3622.68,STARS
14040.0,10,12,3614.92,STARS
13082.0,178,9,3613.63,LOST
15505.0,54,5,3610.96,REGULARS
15113.0,11,3,3609.33,REGULARS
16242.0,20,7,3603.21,STARS
15484.0,20,4,3594.31,REGULARS
14132.0,4,11,3586.03,STARS
17203.0,54,6,3563.85,REGULARS
17491.0,16,10,3558.87,STARS
15544.0,3,9,3546.71,STARS
12370.0,53,4,3545.69,REGULARS
14503.0,12,6,3543.26,STARS
13448.0,18,6,3539.37,STARS
13334.0,84,3,3536.82,REGULARS
12454.0,58,1,3528.34,REGULARS
17160.0,7,6,3518.03,STARS
13953.0,54,7,3515.68,REGULARS
16360.0,2,6,3512.53,STARS
14395.0,62,9,3507.71,REGULARS
16131.0,53,6,3506.54,REGULARS
14907.0,30,7,3501.1,REGULARS
16458.0,2,18,3482.74,STARS
13993.0,32,9,3466.36,REGULARS
13014.0,12,10,3466.28,STARS
17758.0,21,8,3456.7,STARS
15410.0,86,8,3450.84,REGULARS
13536.0,11,7,3448.29,STARS
15129.0,52,11,3447.4,REGULARS
15974.0,6,7,3442.15,STARS
17725.0,18,11,3439.08,STARS
15676.0,20,3,3435.76,REGULARS
14221.0,44,9,3432.8,REGULARS
12406.0,24,2,3415.3,REGULARS
15981.0,7,8,3408.48,STARS
13437.0,16,7,3408.06,STARS
17669.0,44,7,3406.72,REGULARS
13198.0,12,6,3401.24,STARS
15228.0,171,4,3386.71,LOST
13842.0,1,9,3385.62,STARS
15708.0,42,7,3364.24,REGULARS
16011.0,3,16,3362.71,STARS
14227.0,28,10,3350.96,REGULARS
16818.0,12,11,3349.57,STARS
16607.0,1,14,3347.71,STARS
17183.0,24,6,3347.31,REGULARS
13015.0,55,5,3346.28,REGULARS
12643.0,40,6,3344.64,REGULARS
12613.0,59,5,3344.38,REGULARS
12594.0,48,10,3338.22,REGULARS
16556.0,107,7,3313.79,REGULARS
13373.0,62,3,3312.25,REGULARS
14841.0,31,6,3295.76,REGULARS
14702.0,20,17,3292.14,STARS
15632.0,17,8,3285.31,STARS
12480.0,30,4,3281.63,REGULARS
15764.0,2,6,3279.97,STARS
17723.0,97,6,3276.4,REGULARS
13952.0,189,2,3251.07,LOST
13047.0,58,10,3237.54,REGULARS
15443.0,14,7,3236.91,STARS
17050.0,191,6,3228.84,LOST
14175.0,31,3,3222.3,REGULARS
13880.0,23,13,3219.77,STARS
13268.0,7,11,3214.69,STARS
14388.0,12,8,3212.84,STARS
16107.0,19,7,3204.16,STARS
17220.0,26,14,3198.25,REGULARS
13868.0,302,2,3192.54,LOST
17685.0,2,7,3191.53,STARS
13758.0,13,7,3190.55,STARS
14844.0,7,4,3189.81,REGULARS
12456.0,46,3,3181.04,REGULARS
17672.0,52,2,3178.17,REGULARS
17231.0,14,10,3174.32,STARS
16837.0,31,11,3170.98,REGULARS
16041.0,91,3,3166.4,REGULARS
15861.0,14,8,3165.36,STARS
17863.0,31,6,3160.0,REGULARS
15065.0,166,4,3158.13,LOST
14235.0,77,5,3144.86,REGULARS
13742.0,18,12,3131.02,STARS
16156.0,26,9,3122.04,REGULARS
13685.0,47,7,3119.44,REGULARS
16326.0,17,14,3110.96,STARS
16678.0,3,12,3109.99,STARS
13869.0,125,4,3104.95,REGULARS
14099.0,18,11,3104.17,STARS
16905.0,21,7,3102.43,STARS
15491.0,102,6,3100.09,REGULARS
14257.0,125,5,3099.72,REGULARS
14565.0,115,4,3099.12,REGULARS
13135.0,198,1,3096.0,LOST
17059.0,61,5,3095.04,REGULARS
13362.0,11,4,3090.74,REGULARS
15998.0,89,5,3089.97,REGULARS
16218.0,61,7,3084.68,REGULARS
18272.0,4,6,3078.58,STARS
12910.0,7,8,3075.04,STARS
13631.0,145,11,3070.42,REGULARS
16686.0,49,7,3062.83,REGULARS
14456.0,24,9,3062.4,REGULARS
17799.0,24,10,3055.93,REGULARS
16940.0,54,3,3049.88,REGULARS
16393.0,13,13,3046.21,STARS
16709.0,86,5,3029.87,REGULARS
12598.0,11,8,3023.08,STARS
12395.0,6,12,3018.63,STARS
18094.0,83,7,3017.3,REGULARS
12754.0,161,3,3010.74,LOST
12916.0,140,4,3006.15,REGULARS
15521.0,36,8,3000.2,REGULARS
17659.0,19,12,2999.46,STARS
17504.0,189,9,2997.03,LOST
12670.0,12,5,2996.05,STARS
14307.0,2,6,2995.72,STARS
15687.0,25,9,2993.1,REGULARS
14639.0,33,6,2984.49,REGULARS
13451.0,6,5,2976.15,STARS
14032.0,7,11,2975.59,STARS
15854.0,88,12,2974.65,REGULARS
16497.0,51,6,2965.69,REGULARS
17924.0,13,7,2962.5,STARS
14868.0,23,8,2953.59,STARS
17084.0,244,2,2949.75,LOST
17444.0,34,3,2940.04,REGULARS
16316.0,99,8,2938.91,REGULARS
14530.0,27,6,2925.91,REGULARS
17512.0,30,10,2924.99,REGULARS
15606.0,3,9,2920.16,STARS
12906.0,13,5,2919.81,STARS
14112.0,24,7,2915.15,REGULARS
12438.0,16,2,2906.85,REGULARS
17644.0,33,11,2895.64,REGULARS
18144.0,36,12,2888.75,REGULARS
12408.0,153,5,2888.55,REGULARS
13735.0,26,4,2885.24,REGULARS
16633.0,5,6,2883.1,STARS
15673.0,2,4,2881.02,REGULARS
14251.0,12,5,2879.7,STARS
17728.0,88,3,2876.01,REGULARS
14005.0,11,5,2874.72,STARS
15628.0,26,9,2870.24,REGULARS
14711.0,12,11,2868.8,STARS
13901.0,74,5,2867.2,REGULARS
14535.0,62,3,2864.19,REGULARS
12685.0,30,6,2863.08,REGULARS
18145.0,14,4,2861.55,REGULARS
16928.0,33,17,2847.6,REGULARS
15984.0,73,10,2837.67,REGULARS
14852.0,1,6,2836.69,STARS
14572.0,42,7,2832.84,REGULARS
17596.0,25,7,2827.93,REGULARS
14842.0,45,4,2824.69,REGULARS
13174.0,18,3,2817.03,REGULARS
16871.0,24,6,2812.34,REGULARS
12356.0,24,3,2811.43,REGULARS
14903.0,23,5,2810.63,STARS
18230.0,11,7,2810.2,STARS
13230.0,61,14,2806.97,REGULARS
16081.0,58,5,2806.9,REGULARS
16764.0,11,13,2799.25,STARS
15993.0,18,7,2797.57,STARS
13769.0,94,10,2796.51,REGULARS
12578.0,23,2,2794.51,REGULARS
12758.0,118,2,2791.59,REGULARS
17739.0,13,7,2791.35,STARS
14626.0,25,4,2791.27,REGULARS
17213.0,42,7,2781.23,REGULARS
12388.0,17,6,2780.66,STARS
14121.0,12,4,2780.15,REGULARS
17838.0,28,5,2779.3,REGULARS
13870.0,42,8,2770.94,REGULARS
15356.0,73,10,2766.5,REGULARS
15114.0,39,10,2760.56,REGULARS
14854.0,69,7,2759.83,REGULARS
13971.0,20,8,2758.26,STARS
15321.0,72,3,2748.31,REGULARS
12669.0,4,3,2744.03,REGULARS
14808.0,41,8,2741.17,REGULARS
14125.0,12,3,2740.43,REGULARS
15696.0,81,8,2736.46,REGULARS
16938.0,5,4,2736.38,REGULARS
16003.0,61,5,2735.37,REGULARS
12840.0,66,4,2726.77,REGULARS
12380.0,23,4,2724.81,REGULARS
12708.0,61,10,2712.91,REGULARS
15796.0,19,8,2711.56,STARS
17069.0,30,9,2709.7,REGULARS
13285.0,25,4,2709.12,REGULARS
13654.0,37,6,2707.33,REGULARS
14107.0,53,7,2703.23,REGULARS
14732.0,2,8,2702.49,STARS
18097.0,207,6,2697.8,LOST
17386.0,115,6,2686.42,REGULARS
12625.0,6,2,2683.82,REGULARS
17346.0,1,15,2676.56,STARS
13883.0,12,5,2674.48,STARS
14713.0,11,11,2666.36,STARS
12360.0,54,3,2662.06,REGULARS
14439.0,321,1,2661.24,LOST
15671.0,20,7,2657.13,STARS
12721.0,81,6,2656.13,REGULARS
13851.0,216,3,2651.46,LOST
16618.0,122,5,2647.59,REGULARS
18260.0,101,6,2643.2,REGULARS
13658.0,11,5,2639.17,STARS
17655.0,12,7,2638.94,STARS
15752.0,41,7,2637.38,REGULARS
13804.0,80,7,2635.79,REGULARS
13771.0,184,4,2634.45,LOST
12520.0,38,5,2634.26,REGULARS
17402.0,52,13,2633.85,REGULARS
18077.0,33,11,2633.01,REGULARS
13422.0,184,1,2626.3,LOST
13644.0,18,4,2624.26,REGULARS
17965.0,10,14,2622.57,STARS
18210.0,11,6,2621.38,STARS
16255.0,18,8,2619.91,STARS
14262.0,19,8,2618.23,STARS
13021.0,27,9,2616.38,REGULARS
15782.0,11,3,2614.74,REGULARS
14397.0,5,19,2612.96,STARS
12836.0,31,4,2612.86,REGULARS
18075.0,25,10,2611.75,REGULARS
12726.0,30,7,2609.1,REGULARS
16241.0,1,13,2607.87,STARS
13136.0,36,5,2607.61,REGULARS
14408.0,12,7,2606.53,STARS
13983.0,1,12,2603.43,STARS
17317.0,32,3,2600.34,REGULARS
12600.0,30,10,2599.04,REGULARS
16919.0,7,11,2596.45,STARS
13895.0,30,4,2593.07,REGULARS
14243.0,129,10,2588.77,REGULARS
15033.0,27,10,2586.67,REGULARS
13911.0,59,9,2580.91,REGULARS
14546.0,42,5,2578.09,REGULARS
16912.0,30,11,2575.38,REGULARS
15485.0,91,3,2575.0,REGULARS
18245.0,6,7,2567.06,STARS
16308.0,109,4,2560.0,REGULARS
15572.0,27,7,2552.86,REGULARS
14334.0,18,8,2552.21,STARS
14701.0,12,9,2549.37,STARS
14676.0,80,6,2548.24,REGULARS
13344.0,161,3,2543.72,LOST
14776.0,53,11,2538.3,REGULARS
17700.0,18,4,2534.64,REGULARS
13471.0,23,4,2531.58,REGULARS
14659.0,80,9,2529.93,REGULARS
17314.0,1,8,2527.92,STARS
13975.0,122,6,2526.28,REGULARS
17449.0,47,7,2520.86,REGULARS
13394.0,34,8,2520.02,REGULARS
15245.0,136,3,2515.84,REGULARS
15271.0,5,15,2507.07,STARS
12352.0,74,8,2506.04,REGULARS
13695.0,3,15,2504.13,STARS
12517.0,30,5,2502.84,REGULARS
15932.0,2,8,2495.87,STARS
16477.0,69,7,2494.46,REGULARS
12483.0,19,8,2484.98,STARS
12913.0,17,5,2483.63,STARS
16710.0,21,10,2483.04,STARS
14315.0,46,6,2481.13,REGULARS
13507.0,109,4,2479.16,REGULARS
13588.0,17,9,2478.95,STARS
17682.0,12,6,2474.33,STARS
17188.0,13,7,2474.23,STARS
14766.0,67,6,2473.37,REGULARS
14502.0,21,11,2470.67,STARS
17164.0,34,7,2467.35,REGULARS
12455.0,75,6,2466.86,REGULARS
15750.0,17,8,2465.48,STARS
17131.0,49,5,2463.17,REGULARS
13784.0,11,11,2462.79,STARS
15674.0,67,5,2446.6,REGULARS
14163.0,65,4,2445.91,REGULARS
15527.0,20,8,2429.78,STARS
17071.0,2,9,2429.03,STARS
13949.0,26,6,2427.32,REGULARS
16143.0,36,6,2424.94,REGULARS
17722.0,246,4,2424.04,LOST
15089.0,12,6,2420.84,STARS
15373.0,20,12,2415.91,STARS
12397.0,137,2,2409.9,REGULARS
17589.0,34,4,2404.17,REGULARS
15980.0,2,3,2398.86,REGULARS
18065.0,88,14,2392.83,REGULARS
13141.0,86,5,2388.75,REGULARS
15370.0,31,7,2386.05,REGULARS
17530.0,18,10,2385.0,STARS
14493.0,18,5,2383.24,STARS
14554.0,12,4,2381.04,REGULARS
14239.0,45,11,2380.85,REGULARS
15270.0,17,7,2379.49,STARS
13722.0,133,3,2375.41,REGULARS
17434.0,11,7,2373.82,STARS
14930.0,69,3,2372.86,REGULARS
13908.0,81,4,2369.55,REGULARS
15755.0,2,6,2364.25,STARS
12457.0,83,7,2363.23,REGULARS
17634.0,36,9,2361.97,REGULARS
14030.0,20,8,2360.09,STARS
14440.0,44,5,2357.68,REGULARS
15140.0,54,7,2354.25,REGULARS
14309.0,30,9,2352.53,REGULARS
12704.0,24,8,2340.84,REGULARS
18259.0,26,3,2338.6,REGULARS
12584.0,19,9,2338.15,STARS
18257.0,41,8,2337.63,REGULARS
17954.0,125,12,2332.72,REGULARS
15281.0,1,9,2332.15,STARS
12782.0,151,5,2330.92,REGULARS
15785.0,153,5,2328.97,REGULARS
17313.0,122,1,2328.84,REGULARS
17744.0,27,6,2322.4,REGULARS
17211.0,5,8,2317.22,STARS
14290.0,13,5,2314.65,STARS
15365.0,27,7,2314.32,REGULARS
13994.0,41,6,2313.14,REGULARS
13704.0,1,9,2308.06,STARS
15288.0,45,5,2306.52,REGULARS
16735.0,80,5,2300.56,REGULARS
16550.0,110,5,2298.97,REGULARS
15105.0,20,7,2298.93,STARS
13115.0,1,4,2294.78,REGULARS
15704.0,128,4,2293.62,REGULARS
12615.0,73,4,2291.19,REGULARS
13527.0,32,7,2287.51,REGULARS
17696.0,110,8,2285.71,REGULARS
12684.0,26,7,2283.63,REGULARS
16782.0,12,13,2279.9,STARS
13317.0,200,6,2273.68,LOST
17768.0,168,3,2273.18,LOST
14466.0,61,7,2272.4,REGULARS
13700.0,7,10,2265.12,STARS
16057.0,6,7,2263.12,STARS
16209.0,2,5,2262.62,STARS
14432.0,11,6,2255.51,STARS
16293.0,23,10,2248.99,STARS
17442.0,64,6,2248.56,REGULARS
15235.0,160,12,2247.51,REGULARS
16771.0,77,5,2246.81,REGULARS
15665.0,68,2,2242.01,REGULARS
14211.0,55,9,2241.1,REGULARS
16743.0,6,7,2238.09,STARS
14560.0,18,22,2237.77,STARS
14700.0,153,3,2235.3,REGULARS
16076.0,24,10,2234.73,REGULARS
15834.0,72,4,2233.75,REGULARS
18242.0,67,4,2232.49,REGULARS
14226.0,30,5,2232.19,REGULARS
14825.0,17,12,2226.91,STARS
17591.0,75,7,2225.97,REGULARS
12783.0,55,6,2225.91,REGULARS
13365.0,183,2,2225.37,LOST
15722.0,110,5,2222.56,REGULARS
15811.0,24,6,2218.62,REGULARS
12876.0,59,2,2218.02,REGULARS
12653.0,150,2,2209.85,REGULARS
